dataset,negative_pair_id,shared_accuracy_pair_id,shared_raw_score,cold_pair_raw_score,raw_score_text_equal,raw_score_abs_delta,status_equal,error_code_equal,prepare_a_diagnostics_equal,prepare_b_diagnostics_equal,compare_diagnostics_equal,exact_reproducibility
sd300c,sd300c_plain_roll_next_subject_impostor_01_00001088_00001089,shared_imp_evaluation_01_00001088_00001089,0.9732877528959234,0.9732877528959234,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_01_00001469_00001470,shared_imp_evaluation_01_00001469_00001470,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_01_00001636_00001637,shared_imp_evaluation_01_00001636_00001637,0.00584365018076612,0.00584365018076612,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_01_00001641_00001642,shared_imp_evaluation_01_00001641_00001642,6.6173542143589295,6.6173542143589295,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_01_00001648_00001649,shared_imp_evaluation_01_00001648_00001649,1.7745456800546187,1.7745456800546187,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_01_00001719_00001720,shared_imp_evaluation_01_00001719_00001720,0.27743016382197505,0.27743016382197505,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_02_00001036_00001037,shared_imp_evaluation_02_00001036_00001037,0.5469687651477022,0.5469687651477022,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_02_00001152_00001153,shared_imp_evaluation_02_00001152_00001153,8.437952339636588,8.437952339636588,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_02_00001177_00001178,shared_imp_development_02_00001177_00001178,2.5623446804917918,2.5623446804917918,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_02_00001185_00001186,shared_imp_evaluation_02_00001185_00001186,7.133676035138052,7.133676035138052,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_02_00001587_00001588,shared_imp_evaluation_02_00001587_00001588,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_03_00001297_00001298,shared_imp_evaluation_03_00001297_00001298,1.9878409453038577,1.9878409453038577,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_03_00001560_00001561,shared_imp_evaluation_03_00001560_00001561,1.2582531064245122,1.2582531064245122,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_03_00001678_00001679,shared_imp_evaluation_03_00001678_00001679,3.974938422792377,3.974938422792377,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_03_00001679_00001680,shared_imp_evaluation_03_00001679_00001680,11.538670219650154,11.538670219650154,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_03_00001694_00001695,shared_imp_evaluation_03_00001694_00001695,6.8998323514991755,6.8998323514991755,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_04_00001038_00001039,shared_imp_evaluation_04_00001038_00001039,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_04_00001128_00001129,shared_imp_evaluation_04_00001128_00001129,0.5283299954783506,0.5283299954783506,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_04_00001265_00001266,shared_imp_evaluation_04_00001265_00001266,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_04_00001357_00001358,shared_imp_evaluation_04_00001357_00001358,0.48277859969721515,0.48277859969721515,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_04_00001362_00001363,shared_imp_development_04_00001362_00001363,0.9995101255312762,0.9995101255312762,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_04_00001377_00001378,shared_imp_evaluation_04_00001377_00001378,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_04_00001446_00001447,shared_imp_evaluation_04_00001446_00001447,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_04_00001566_00001567,shared_imp_evaluation_04_00001566_00001567,0.5698542777349898,0.5698542777349898,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_04_00001817_00001818,shared_imp_evaluation_04_00001817_00001818,5.109732817855028,5.109732817855028,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_05_00001005_00001006,shared_imp_development_05_00001005_00001006,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_05_00001043_00001044,shared_imp_evaluation_05_00001043_00001044,2.4895265915236138,2.4895265915236138,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_05_00001190_00001191,shared_imp_development_05_00001190_00001191,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_05_00001213_00001214,shared_imp_evaluation_05_00001213_00001214,2.88614250028845,2.88614250028845,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_05_00001358_00001359,shared_imp_evaluation_05_00001358_00001359,2.7166988799706413,2.7166988799706413,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_05_00001362_00001363,shared_imp_development_05_00001362_00001363,1.4708889610888602,1.4708889610888602,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_05_00001430_00001431,shared_imp_evaluation_05_00001430_00001431,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_05_00001614_00001615,shared_imp_evaluation_05_00001614_00001615,0.5078253671235148,0.5078253671235148,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_06_00001000_00001002,shared_imp_evaluation_06_00001000_00001002,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_06_00001209_00001210,shared_imp_development_06_00001209_00001210,6.92175186227681,6.92175186227681,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_06_00001334_00001335,shared_imp_evaluation_06_00001334_00001335,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_06_00001420_00001421,shared_imp_evaluation_06_00001420_00001421,2.855347623527538,2.855347623527538,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_06_00001426_00001427,shared_imp_evaluation_06_00001426_00001427,1.4975032762731444,1.4975032762731444,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_06_00001452_00001453,shared_imp_evaluation_06_00001452_00001453,0.5921561130910047,0.5921561130910047,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_06_00001471_00001472,shared_imp_evaluation_06_00001471_00001472,0.7945763702117479,0.7945763702117479,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_06_00001479_00001480,shared_imp_development_06_00001479_00001480,0.15435722346348205,0.15435722346348205,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_06_00001547_00001548,shared_imp_development_06_00001547_00001548,0.6765866775857385,0.6765866775857385,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_06_00001843_00001844,shared_imp_evaluation_06_00001843_00001844,2.24697232255569,2.24697232255569,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_07_00001063_00001064,shared_imp_evaluation_07_00001063_00001064,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_07_00001250_00001251,shared_imp_development_07_00001250_00001251,0.8779577205071755,0.8779577205071755,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_07_00001560_00001561,shared_imp_evaluation_07_00001560_00001561,1.1605715182700427,1.1605715182700427,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_07_00001604_00001605,shared_imp_development_07_00001604_00001605,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_07_00001700_00001701,shared_imp_development_07_00001700_00001701,11.404589961839328,11.404589961839328,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_07_00001757_00001758,shared_imp_development_07_00001757_00001758,0.9494663233521232,0.9494663233521232,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_07_00001761_00001762,shared_imp_development_07_00001761_00001762,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_07_00001855_00001856,shared_imp_evaluation_07_00001855_00001856,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001063_00001064,shared_imp_evaluation_08_00001063_00001064,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001090_00001091,shared_imp_evaluation_08_00001090_00001091,2.7160024834586776,2.7160024834586776,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001112_00001113,shared_imp_evaluation_08_00001112_00001113,8.265800235221027,8.265800235221027,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001156_00001157,shared_imp_evaluation_08_00001156_00001157,8.397579414286641,8.397579414286641,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001297_00001298,shared_imp_evaluation_08_00001297_00001298,3.493021080353849,3.493021080353849,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001330_00001331,shared_imp_evaluation_08_00001330_00001331,2.337184259968722,2.337184259968722,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001360_00001361,shared_imp_evaluation_08_00001360_00001361,2.219589536818577,2.219589536818577,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001372_00001373,shared_imp_evaluation_08_00001372_00001373,0.6161440711252688,0.6161440711252688,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001425_00001426,shared_imp_evaluation_08_00001425_00001426,11.857089326538787,11.857089326538787,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001572_00001573,shared_imp_development_08_00001572_00001573,1.379211635191773,1.379211635191773,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001630_00001631,shared_imp_evaluation_08_00001630_00001631,2.250460681321843,2.250460681321843,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001681_00001682,shared_imp_evaluation_08_00001681_00001682,0.7987488402770763,0.7987488402770763,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_08_00001775_00001776,shared_imp_development_08_00001775_00001776,6.571189070411352,6.571189070411352,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_09_00001088_00001089,shared_imp_evaluation_09_00001088_00001089,3.7071744646224554,3.7071744646224554,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_09_00001093_00001094,shared_imp_development_09_00001093_00001094,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_09_00001110_00001112,shared_imp_evaluation_09_00001110_00001112,0.5053417945130441,0.5053417945130441,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_09_00001200_00001201,shared_imp_development_09_00001200_00001201,26.01620666964886,26.01620666964886,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_09_00001231_00001232,shared_imp_evaluation_09_00001231_00001232,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_09_00001291_00001292,shared_imp_evaluation_09_00001291_00001292,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_09_00001485_00001486,shared_imp_evaluation_09_00001485_00001486,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_09_00001613_00001614,shared_imp_evaluation_09_00001613_00001614,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_09_00001776_00001777,shared_imp_development_09_00001776_00001777,5.041727513126428,5.041727513126428,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_09_00001818_00001819,shared_imp_evaluation_09_00001818_00001819,2.0306784395709987,2.0306784395709987,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_09_00001886_00001887,shared_imp_evaluation_09_00001886_00001887,2.5606537948664227,2.5606537948664227,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_10_00001275_00001276,shared_imp_development_10_00001275_00001276,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_10_00001286_00001287,shared_imp_evaluation_10_00001286_00001287,0.306566210761683,0.306566210761683,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_10_00001458_00001459,shared_imp_evaluation_10_00001458_00001459,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_10_00001527_00001528,shared_imp_evaluation_10_00001527_00001528,9.010850051380693,9.010850051380693,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_10_00001640_00001641,shared_imp_evaluation_10_00001640_00001641,1.5206490556463994,1.5206490556463994,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_10_00001642_00001643,shared_imp_evaluation_10_00001642_00001643,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_10_00001757_00001758,shared_imp_development_10_00001757_00001758,1.9362442895087302,1.9362442895087302,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_10_00001776_00001777,shared_imp_development_10_00001776_00001777,2.536247539024254,2.536247539024254,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_10_00001817_00001818,shared_imp_evaluation_10_00001817_00001818,1.9517040081230732,1.9517040081230732,true,0.0,true,true,true,true,true,true
sd300c,sd300c_plain_roll_next_subject_impostor_10_00001818_00001819,shared_imp_evaluation_10_00001818_00001819,0.1384523665838805,0.1384523665838805,true,0.0,true,true,true,true,true,true
