dataset,class,metric,unit,available,source,notes,count,mean,median,p5,p25,p75,p95,zero_count,minimum,maximum
sd300b,genuine,final_keypoints_a,keypoints,true,prepare_a_diagnostics.final_keypoint_count,,500,2996.962,3000.0,3000.0,3000.0,3000.0,3000.0,0,1980.0,3000.0
sd300b,genuine,final_keypoints_b,keypoints,true,prepare_b_diagnostics.final_keypoint_count,,500,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0
sd300b,genuine,descriptor_count_a,descriptors,true,prepare_a_diagnostics.descriptor_count,,500,2996.962,3000.0,3000.0,3000.0,3000.0,3000.0,0,1980.0,3000.0
sd300b,genuine,descriptor_count_b,descriptors,true,prepare_b_diagnostics.descriptor_count,,500,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0
sd300b,genuine,cap_active_a,boolean,true,derived from frozen cap diagnostics,,500,0.996,1.0,1.0,1.0,1.0,1.0,2,0.0,1.0
sd300b,genuine,cap_active_b,boolean,true,derived from frozen cap diagnostics,,500,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0
sd300b,genuine,cap_active_count,representations_per_pair,true,sum of side flags,,500,1.996,2.0,2.0,2.0,2.0,2.0,0,1.0,2.0
sd300b,genuine,candidates_before_cap_a,candidates,true,prepare_a_diagnostics.candidates_after_duplicate_removal,,500,12426.57,10317.5,5350.3,8175.0,13996.5,27015.199999999993,0,1980.0,36063.0
sd300b,genuine,candidates_before_cap_b,candidates,true,prepare_b_diagnostics.candidates_after_duplicate_removal,,500,36882.964,36783.0,26979.65,32752.5,41020.0,46945.39999999999,0,20060.0,57786.0
sd300b,genuine,candidate_to_final_ratio_a,ratio,true,candidates_before_cap/final,,500,4.143202666666666,3.439166666666667,1.7834333333333334,2.7249999999999996,4.6655,9.005066666666664,0,1.0,12.021
sd300b,genuine,candidate_to_final_ratio_b,ratio,true,candidates_before_cap/final,,500,12.294321333333333,12.261,8.993216666666667,10.9175,13.673333333333334,15.648466666666662,0,6.6866666666666665,19.262
sd300b,genuine,median_keypoint_size_a,native_pixels,true,derived from scale index and frozen mapping,,500,3.8476955262170054,4.000000000000001,2.8284271247461903,4.000000000000001,4.000000000000001,4.000000000000001,0,2.8284271247461903,4.000000000000001
sd300b,genuine,median_keypoint_size_b,native_pixels,true,derived from scale index and frozen mapping,,500,3.835979797464467,4.000000000000001,2.8284271247461903,4.000000000000001,4.000000000000001,4.000000000000001,0,2.8284271247461903,4.000000000000001
sd300b,genuine,orientation_count_a,orientations,true,prepare_a_diagnostics.orientation_count,,500,2996.962,3000.0,3000.0,3000.0,3000.0,3000.0,0,1980.0,3000.0
sd300b,genuine,orientation_count_b,orientations,true,prepare_b_diagnostics.orientation_count,,500,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0
sd300b,genuine,orientation_sample_count_min_a,samples,true,aggregate orientation diagnostic,,500,51.664,51.0,39.0,45.0,56.0,72.09999999999991,0,29.0,107.0
sd300b,genuine,orientation_sample_count_min_b,samples,true,aggregate orientation diagnostic,,500,58.746,57.0,53.0,56.0,60.0,74.0,0,34.0,96.0
sd300b,genuine,orientation_sample_count_max_a,samples,true,aggregate orientation diagnostic,,500,1021.886,1022.0,1019.0,1021.0,1023.0,1024.0,0,1013.0,1025.0
sd300b,genuine,orientation_sample_count_max_b,samples,true,aggregate orientation diagnostic,,500,1021.758,1022.0,1019.0,1021.0,1023.0,1024.0,0,1015.0,1025.0
sd300b,genuine,knn_candidates_a_to_b,matches,true,compare_diagnostics.raw_knn_count_a_to_b,,500,2996.962,3000.0,3000.0,3000.0,3000.0,3000.0,0,1980.0,3000.0
sd300b,genuine,knn_candidates_b_to_a,matches,true,compare_diagnostics.raw_knn_count_b_to_a,,500,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0
sd300b,genuine,lowe_passed_a_to_b,matches,true,compare_diagnostics.ratio_match_count_a_to_b,,500,23.724,21.0,7.0,15.0,30.0,49.0,0,1.0,77.0
sd300b,genuine,lowe_passed_b_to_a,matches,true,compare_diagnostics.ratio_match_count_b_to_a,,500,22.356,20.0,8.0,14.0,28.0,47.0,0,2.0,82.0
sd300b,genuine,mutual_matches,matches,true,compare_diagnostics.mutual_match_count,,500,6.032,5.0,1.0,3.0,8.0,15.0,11,0.0,37.0
sd300b,genuine,ransac_input_matches,matches,true,compare_diagnostics.ransac_input_count,,500,6.032,5.0,1.0,3.0,8.0,15.0,11,0.0,37.0
sd300b,genuine,geometric_model_success,boolean,true,compare_diagnostics.geometry_success,,500,0.79,1.0,0.0,1.0,1.0,1.0,105,0.0,1.0
sd300b,genuine,inlier_count,matches,true,compare_diagnostics.geometric_inlier_count,,500,2.148,2.0,0.0,2.0,2.0,5.0,105,0.0,13.0
sd300b,genuine,inlier_ratio,ratio,true,compare_diagnostics.inlier_ratio,,500,0.34149073333625934,0.3333333333333333,0.0,0.2,0.5,0.6666666666666666,105,0.0,1.0
sd300b,genuine,raw_score,inliers,true,pairs.csv raw_score,,500,2.148,2.0,0.0,2.0,2.0,5.0,105,0.0,13.0
sd300b,genuine,residual_reference_mean,pixels,true,per-pair compare_diagnostics.residual_reference_pixels.mean,,395,0.22309590765320028,1.203962931839382e-13,0.0,5.684341886080802e-14,0.3152038668166335,1.1514408115010506,70,0.0,1.4804349629110014
sd300b,genuine,residual_reference_median,pixels,true,per-pair compare_diagnostics.residual_reference_pixels.median,,395,0.2388304511086497,1.203962931839382e-13,0.0,5.684341886080802e-14,0.4303860111193307,1.1282151024053275,70,0.0,1.6557882456066888
sd300b,genuine,residual_reference_p95,pixels,true,per-pair compare_diagnostics.residual_reference_pixels.p95,,395,0.3492431094523577,2.1600499167107045e-13,0.0,5.684341886080802e-14,0.4668981677213371,1.8374385752283515,70,0.0,2.3744702401769473
sd300b,genuine,residual_reference_maximum,pixels,true,per-pair compare_diagnostics.residual_reference_pixels.maximum,,395,0.36705088193680196,2.2737367544323206e-13,0.0,5.684341886080802e-14,0.4687459829327541,1.9413843998311706,70,0.0,2.6598520774957772
sd300b,genuine,residual_destination_mean,pixels,true,per-pair compare_diagnostics.residual_destination_pixels.mean,,395,0.22309590765320028,1.203962931839382e-13,0.0,5.684341886080802e-14,0.3152038668166335,1.1514408115010506,70,0.0,1.4804349629110014
sd300b,genuine,residual_destination_median,pixels,true,per-pair compare_diagnostics.residual_destination_pixels.median,,395,0.2388304511086497,1.203962931839382e-13,0.0,5.684341886080802e-14,0.4303860111193307,1.1282151024053275,70,0.0,1.6557882456066888
sd300b,genuine,residual_destination_p95,pixels,true,per-pair compare_diagnostics.residual_destination_pixels.p95,,395,0.3492431094523577,2.1600499167107045e-13,0.0,5.684341886080802e-14,0.4668981677213371,1.8374385752283515,70,0.0,2.3744702401769473
sd300b,genuine,residual_destination_maximum,pixels,true,per-pair compare_diagnostics.residual_destination_pixels.maximum,,395,0.36705088193680196,2.2737367544323206e-13,0.0,5.684341886080802e-14,0.4687459829327541,1.9413843998311706,70,0.0,2.6598520774957772
sd300b,genuine,final_keypoints_scale_0_a,keypoints,true,counted from frozen harriszplus_scale_indices,,500,1856.468,1951.0,1054.0,1697.75,2098.25,2330.2,0,263.0,2594.0
sd300b,genuine,pre_cap_proxy_scale_0_a,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,7160.8,5858.0,2880.35,4579.75,8215.0,16160.149999999996,0,1109.0,24028.0
sd300b,genuine,final_keypoints_scale_1_a,keypoints,true,counted from frozen harriszplus_scale_indices,,500,353.638,310.5,175.8,255.75,393.0,679.6999999999994,0,94.0,1501.0
sd300b,genuine,pre_cap_proxy_scale_1_a,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,4821.282,4031.0,2091.4,3232.75,5547.75,10162.249999999998,0,789.0,13685.0
sd300b,genuine,final_keypoints_scale_2_a,keypoints,true,counted from frozen harriszplus_scale_indices,,500,512.788,483.0,273.0,407.0,585.0,839.2999999999997,0,176.0,1213.0
sd300b,genuine,pre_cap_proxy_scale_2_a,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,2226.922,1921.5,985.3000000000001,1531.25,2551.5,4558.199999999997,0,361.0,5963.0
sd300b,genuine,final_keypoints_scale_3_a,keypoints,true,counted from frozen harriszplus_scale_indices,,500,197.082,184.5,79.95,137.75,233.0,374.1999999999998,0,47.0,572.0
sd300b,genuine,pre_cap_proxy_scale_3_a,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,1359.042,1186.0,606.7,942.75,1557.0,2747.3499999999995,0,243.0,3683.0
sd300b,genuine,final_keypoints_scale_4_a,keypoints,true,counted from frozen harriszplus_scale_indices,,500,76.986,72.0,26.0,50.0,95.25,146.0,0,7.0,260.0
sd300b,genuine,pre_cap_proxy_scale_4_a,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,739.68,647.0,339.8,521.0,840.0,1477.2499999999998,0,129.0,1946.0
sd300b,genuine,final_keypoints_scale_0_b,keypoints,true,counted from frozen harriszplus_scale_indices,,500,2212.298,2214.5,1998.9,2134.0,2304.25,2432.05,0,1158.0,2550.0
sd300b,genuine,pre_cap_proxy_scale_0_b,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,21726.422,21500.5,15871.7,19242.75,24260.0,27817.299999999996,0,12156.0,34311.0
sd300b,genuine,final_keypoints_scale_1_b,keypoints,true,counted from frozen harriszplus_scale_indices,,500,279.248,277.0,197.95,248.0,310.0,349.04999999999995,0,152.0,624.0
sd300b,genuine,pre_cap_proxy_scale_1_b,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,14205.732,14160.5,10374.75,12610.5,15784.75,18102.649999999998,0,8169.0,22423.0
sd300b,genuine,final_keypoints_scale_2_b,keypoints,true,counted from frozen harriszplus_scale_indices,,500,327.214,323.0,230.95,286.75,362.0,430.0999999999999,0,160.0,907.0
sd300b,genuine,pre_cap_proxy_scale_2_b,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,6219.274,6266.5,4473.2,5452.25,6949.25,7911.699999999999,0,3348.0,9496.0
sd300b,genuine,final_keypoints_scale_3_b,keypoints,true,counted from frozen harriszplus_scale_indices,,500,121.78,118.0,69.0,94.0,143.0,186.04999999999995,0,44.0,454.0
sd300b,genuine,pre_cap_proxy_scale_3_b,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,3826.712,3858.0,2692.85,3359.5,4311.75,4922.399999999999,0,1513.0,5786.0
sd300b,genuine,final_keypoints_scale_4_b,keypoints,true,counted from frozen harriszplus_scale_indices,,500,59.46,58.0,25.0,42.0,73.0,100.0,0,18.0,211.0
sd300b,genuine,pre_cap_proxy_scale_4_b,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,2038.418,2054.5,1387.8,1774.5,2297.5,2632.3499999999995,0,471.0,2972.0
sd300b,genuine,keypoint_size_distribution_a,native_pixels_per_keypoint,true,"all keypoints, derived from frozen scale indices and size mapping",,654438,4.017492624861686,4.000000000000001,2.8284271247461903,2.8284271247461903,4.000000000000001,8.000000000000002,0,2.8284271247461903,8.000000000000002
sd300b,genuine,keypoint_size_distribution_b,native_pixels_per_keypoint,true,"all keypoints, derived from frozen scale indices and size mapping",,524356,3.8156406068246667,2.8284271247461903,2.8284271247461903,2.8284271247461903,4.000000000000001,8.000000000000002,0,2.8284271247461903,8.000000000000002
sd300b,genuine,orientation_angle_distribution,degrees,false,not present in frozen diagnostics,Angles are covered by representation_sha256 but individual angle values/histograms were not serialized.,0,,,,,,,0,,
sd300b,negative,final_keypoints_a,keypoints,true,prepare_a_diagnostics.final_keypoint_count,,500,2996.962,3000.0,3000.0,3000.0,3000.0,3000.0,0,1980.0,3000.0
sd300b,negative,final_keypoints_b,keypoints,true,prepare_b_diagnostics.final_keypoint_count,,500,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0
sd300b,negative,descriptor_count_a,descriptors,true,prepare_a_diagnostics.descriptor_count,,500,2996.962,3000.0,3000.0,3000.0,3000.0,3000.0,0,1980.0,3000.0
sd300b,negative,descriptor_count_b,descriptors,true,prepare_b_diagnostics.descriptor_count,,500,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0
sd300b,negative,cap_active_a,boolean,true,derived from frozen cap diagnostics,,500,0.996,1.0,1.0,1.0,1.0,1.0,2,0.0,1.0
sd300b,negative,cap_active_b,boolean,true,derived from frozen cap diagnostics,,500,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0
sd300b,negative,cap_active_count,representations_per_pair,true,sum of side flags,,500,1.996,2.0,2.0,2.0,2.0,2.0,0,1.0,2.0
sd300b,negative,candidates_before_cap_a,candidates,true,prepare_a_diagnostics.candidates_after_duplicate_removal,,500,12426.57,10317.5,5350.3,8175.0,13996.5,27015.199999999993,0,1980.0,36063.0
sd300b,negative,candidates_before_cap_b,candidates,true,prepare_b_diagnostics.candidates_after_duplicate_removal,,500,36882.964,36783.0,26979.65,32752.5,41020.0,46945.39999999999,0,20060.0,57786.0
sd300b,negative,candidate_to_final_ratio_a,ratio,true,candidates_before_cap/final,,500,4.143202666666667,3.439166666666667,1.7834333333333334,2.7249999999999996,4.6655,9.005066666666664,0,1.0,12.021
sd300b,negative,candidate_to_final_ratio_b,ratio,true,candidates_before_cap/final,,500,12.294321333333333,12.261,8.993216666666667,10.9175,13.673333333333334,15.648466666666662,0,6.6866666666666665,19.262
sd300b,negative,median_keypoint_size_a,native_pixels,true,derived from scale index and frozen mapping,,500,3.847695526217005,4.000000000000001,2.8284271247461903,4.000000000000001,4.000000000000001,4.000000000000001,0,2.8284271247461903,4.000000000000001
sd300b,negative,median_keypoint_size_b,native_pixels,true,derived from scale index and frozen mapping,,500,3.835979797464467,4.000000000000001,2.8284271247461903,4.000000000000001,4.000000000000001,4.000000000000001,0,2.8284271247461903,4.000000000000001
sd300b,negative,orientation_count_a,orientations,true,prepare_a_diagnostics.orientation_count,,500,2996.962,3000.0,3000.0,3000.0,3000.0,3000.0,0,1980.0,3000.0
sd300b,negative,orientation_count_b,orientations,true,prepare_b_diagnostics.orientation_count,,500,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0
sd300b,negative,orientation_sample_count_min_a,samples,true,aggregate orientation diagnostic,,500,51.664,51.0,39.0,45.0,56.0,72.09999999999991,0,29.0,107.0
sd300b,negative,orientation_sample_count_min_b,samples,true,aggregate orientation diagnostic,,500,58.746,57.0,53.0,56.0,60.0,74.0,0,34.0,96.0
sd300b,negative,orientation_sample_count_max_a,samples,true,aggregate orientation diagnostic,,500,1021.886,1022.0,1019.0,1021.0,1023.0,1024.0,0,1013.0,1025.0
sd300b,negative,orientation_sample_count_max_b,samples,true,aggregate orientation diagnostic,,500,1021.758,1022.0,1019.0,1021.0,1023.0,1024.0,0,1015.0,1025.0
sd300b,negative,knn_candidates_a_to_b,matches,true,compare_diagnostics.raw_knn_count_a_to_b,,500,2996.962,3000.0,3000.0,3000.0,3000.0,3000.0,0,1980.0,3000.0
sd300b,negative,knn_candidates_b_to_a,matches,true,compare_diagnostics.raw_knn_count_b_to_a,,500,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0
sd300b,negative,lowe_passed_a_to_b,matches,true,compare_diagnostics.ratio_match_count_a_to_b,,500,17.76,16.0,6.0,11.0,22.0,35.0,0,2.0,53.0
sd300b,negative,lowe_passed_b_to_a,matches,true,compare_diagnostics.ratio_match_count_b_to_a,,500,16.968,15.5,6.0,11.75,21.0,32.0,0,3.0,65.0
sd300b,negative,mutual_matches,matches,true,compare_diagnostics.mutual_match_count,,500,2.95,3.0,0.0,1.0,4.0,7.0,44,0.0,14.0
sd300b,negative,ransac_input_matches,matches,true,compare_diagnostics.ransac_input_count,,500,2.95,3.0,0.0,1.0,4.0,7.0,44,0.0,14.0
sd300b,negative,geometric_model_success,boolean,true,compare_diagnostics.geometry_success,,500,0.518,1.0,0.0,0.0,1.0,1.0,241,0.0,1.0
sd300b,negative,inlier_count,matches,true,compare_diagnostics.geometric_inlier_count,,500,1.058,2.0,0.0,0.0,2.0,2.0,241,0.0,6.0
sd300b,negative,inlier_ratio,ratio,true,compare_diagnostics.inlier_ratio,,500,0.26152016872016864,0.25,0.0,0.0,0.5,0.6666666666666666,241,0.0,0.6666666666666666
sd300b,negative,raw_score,inliers,true,pairs.csv raw_score,,500,1.058,2.0,0.0,0.0,2.0,2.0,241,0.0,6.0
sd300b,negative,residual_reference_mean,pixels,true,per-pair compare_diagnostics.residual_reference_pixels.mean,,259,0.009817884076553504,8.038873388460929e-14,0.0,1.4210854715202004e-14,1.7053025658242404e-13,5.489286109816692e-13,61,0.0,0.9294196651770754
sd300b,negative,residual_reference_median,pixels,true,per-pair compare_diagnostics.residual_reference_pixels.median,,259,0.011721144595229816,8.038873388460929e-14,0.0,1.4210854715202004e-14,1.7053025658242404e-13,5.489286109816692e-13,61,0.0,1.3876676350240396
sd300b,negative,residual_reference_p95,pixels,true,per-pair compare_diagnostics.residual_reference_pixels.p95,,259,0.015468676396796915,1.1084466677857563e-13,0.0,2.7000623958883806e-14,2.2168933355715125e-13,6.567245672290452e-13,61,0.0,1.3902271043922116
sd300b,negative,residual_reference_maximum,pixels,true,per-pair compare_diagnostics.residual_reference_pixels.maximum,,259,0.016079930675323414,1.1368683772161603e-13,0.0,2.842170943040401e-14,2.2737367544323206e-13,6.697483541464782e-13,61,0.0,1.3905114898775641
sd300b,negative,residual_destination_mean,pixels,true,per-pair compare_diagnostics.residual_destination_pixels.mean,,259,0.009817884076553504,8.038873388460929e-14,0.0,1.4210854715202004e-14,1.7053025658242404e-13,5.489286109816692e-13,61,0.0,0.9294196651770754
sd300b,negative,residual_destination_median,pixels,true,per-pair compare_diagnostics.residual_destination_pixels.median,,259,0.011721144595229816,8.038873388460929e-14,0.0,1.4210854715202004e-14,1.7053025658242404e-13,5.489286109816692e-13,61,0.0,1.3876676350240396
sd300b,negative,residual_destination_p95,pixels,true,per-pair compare_diagnostics.residual_destination_pixels.p95,,259,0.015468676396796915,1.1084466677857563e-13,0.0,2.7000623958883806e-14,2.2168933355715125e-13,6.567245672290452e-13,61,0.0,1.3902271043922116
sd300b,negative,residual_destination_maximum,pixels,true,per-pair compare_diagnostics.residual_destination_pixels.maximum,,259,0.016079930675323414,1.1368683772161603e-13,0.0,2.842170943040401e-14,2.2737367544323206e-13,6.697483541464782e-13,61,0.0,1.3905114898775641
sd300b,negative,final_keypoints_scale_0_a,keypoints,true,counted from frozen harriszplus_scale_indices,,500,1856.468,1951.0,1054.0,1697.75,2098.25,2330.2,0,263.0,2594.0
sd300b,negative,pre_cap_proxy_scale_0_a,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,7160.8,5858.0,2880.35,4579.75,8215.0,16160.149999999996,0,1109.0,24028.0
sd300b,negative,final_keypoints_scale_1_a,keypoints,true,counted from frozen harriszplus_scale_indices,,500,353.638,310.5,175.8,255.75,393.0,679.6999999999994,0,94.0,1501.0
sd300b,negative,pre_cap_proxy_scale_1_a,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,4821.282,4031.0,2091.4,3232.75,5547.75,10162.249999999998,0,789.0,13685.0
sd300b,negative,final_keypoints_scale_2_a,keypoints,true,counted from frozen harriszplus_scale_indices,,500,512.788,483.0,273.0,407.0,585.0,839.2999999999997,0,176.0,1213.0
sd300b,negative,pre_cap_proxy_scale_2_a,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,2226.922,1921.5,985.3000000000001,1531.25,2551.5,4558.199999999997,0,361.0,5963.0
sd300b,negative,final_keypoints_scale_3_a,keypoints,true,counted from frozen harriszplus_scale_indices,,500,197.082,184.5,79.95,137.75,233.0,374.1999999999998,0,47.0,572.0
sd300b,negative,pre_cap_proxy_scale_3_a,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,1359.042,1186.0,606.7,942.75,1557.0,2747.3499999999995,0,243.0,3683.0
sd300b,negative,final_keypoints_scale_4_a,keypoints,true,counted from frozen harriszplus_scale_indices,,500,76.986,72.0,26.0,50.0,95.25,146.0,0,7.0,260.0
sd300b,negative,pre_cap_proxy_scale_4_a,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,739.68,647.0,339.8,521.0,840.0,1477.2499999999998,0,129.0,1946.0
sd300b,negative,final_keypoints_scale_0_b,keypoints,true,counted from frozen harriszplus_scale_indices,,500,2212.298,2214.5,1998.9,2134.0,2304.25,2432.05,0,1158.0,2550.0
sd300b,negative,pre_cap_proxy_scale_0_b,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,21726.422,21500.5,15871.7,19242.75,24260.0,27817.299999999996,0,12156.0,34311.0
sd300b,negative,final_keypoints_scale_1_b,keypoints,true,counted from frozen harriszplus_scale_indices,,500,279.248,277.0,197.95,248.0,310.0,349.04999999999995,0,152.0,624.0
sd300b,negative,pre_cap_proxy_scale_1_b,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,14205.732,14160.5,10374.75,12610.5,15784.75,18102.649999999998,0,8169.0,22423.0
sd300b,negative,final_keypoints_scale_2_b,keypoints,true,counted from frozen harriszplus_scale_indices,,500,327.214,323.0,230.95,286.75,362.0,430.0999999999999,0,160.0,907.0
sd300b,negative,pre_cap_proxy_scale_2_b,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,6219.274,6266.5,4473.2,5452.25,6949.25,7911.699999999999,0,3348.0,9496.0
sd300b,negative,final_keypoints_scale_3_b,keypoints,true,counted from frozen harriszplus_scale_indices,,500,121.78,118.0,69.0,94.0,143.0,186.04999999999995,0,44.0,454.0
sd300b,negative,pre_cap_proxy_scale_3_b,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,3826.712,3858.0,2692.85,3359.5,4311.75,4922.399999999999,0,1513.0,5786.0
sd300b,negative,final_keypoints_scale_4_b,keypoints,true,counted from frozen harriszplus_scale_indices,,500,59.46,58.0,25.0,42.0,73.0,100.0,0,18.0,211.0
sd300b,negative,pre_cap_proxy_scale_4_b,candidates,true,candidates_after_eigen_ratio before cross-scale duplicate removal/uniform cap,,500,2038.418,2054.5,1387.8,1774.5,2297.5,2632.3499999999995,0,471.0,2972.0
sd300b,negative,keypoint_size_distribution_a,native_pixels_per_keypoint,true,"all keypoints, derived from frozen scale indices and size mapping",,654438,4.017492624861686,4.000000000000001,2.8284271247461903,2.8284271247461903,4.000000000000001,8.000000000000002,0,2.8284271247461903,8.000000000000002
sd300b,negative,keypoint_size_distribution_b,native_pixels_per_keypoint,true,"all keypoints, derived from frozen scale indices and size mapping",,524356,3.8156406068246667,2.8284271247461903,2.8284271247461903,2.8284271247461903,4.000000000000001,8.000000000000002,0,2.8284271247461903,8.000000000000002
