pair_id,dataset,protocol,subject_id,canonical_finger_position,ppi,raw_frgp_a,raw_frgp_b,path_a,path_b
sd300b_roll_self_00001611_01,sd300b,roll_self,00001611,1,1000,1,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001611_roll_1000_01.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001611_roll_1000_01.png
sd300b_roll_self_00001613_04,sd300b,roll_self,00001613,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001613_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001613_roll_1000_04.png
sd300b_roll_self_00001621_02,sd300b,roll_self,00001621,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001621_roll_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001621_roll_1000_02.png
sd300b_roll_self_00001622_02,sd300b,roll_self,00001622,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001622_roll_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001622_roll_1000_02.png
sd300b_roll_self_00001622_04,sd300b,roll_self,00001622,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001622_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001622_roll_1000_04.png
sd300b_roll_self_00001630_06,sd300b,roll_self,00001630,6,1000,6,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001630_roll_1000_06.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001630_roll_1000_06.png
sd300b_roll_self_00001641_07,sd300b,roll_self,00001641,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001641_roll_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001641_roll_1000_07.png
sd300b_roll_self_00001645_02,sd300b,roll_self,00001645,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001645_roll_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001645_roll_1000_02.png
sd300b_roll_self_00001645_09,sd300b,roll_self,00001645,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001645_roll_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001645_roll_1000_09.png
sd300b_roll_self_00001657_03,sd300b,roll_self,00001657,3,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001657_roll_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001657_roll_1000_03.png
sd300b_roll_self_00001670_10,sd300b,roll_self,00001670,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001670_roll_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001670_roll_1000_10.png
sd300b_roll_self_00001684_06,sd300b,roll_self,00001684,6,1000,6,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001684_roll_1000_06.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001684_roll_1000_06.png
sd300b_roll_self_00001684_10,sd300b,roll_self,00001684,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001684_roll_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001684_roll_1000_10.png
sd300b_roll_self_00001685_08,sd300b,roll_self,00001685,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001685_roll_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001685_roll_1000_08.png
sd300b_roll_self_00001687_04,sd300b,roll_self,00001687,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001687_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001687_roll_1000_04.png
sd300b_roll_self_00001692_04,sd300b,roll_self,00001692,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001692_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001692_roll_1000_04.png
sd300b_roll_self_00001692_05,sd300b,roll_self,00001692,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001692_roll_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001692_roll_1000_05.png
sd300b_roll_self_00001692_06,sd300b,roll_self,00001692,6,1000,6,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001692_roll_1000_06.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001692_roll_1000_06.png
sd300b_roll_self_00001692_09,sd300b,roll_self,00001692,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001692_roll_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001692_roll_1000_09.png
sd300b_roll_self_00001692_10,sd300b,roll_self,00001692,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001692_roll_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001692_roll_1000_10.png
sd300b_roll_self_00001699_02,sd300b,roll_self,00001699,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001699_roll_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001699_roll_1000_02.png
sd300b_roll_self_00001700_07,sd300b,roll_self,00001700,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001700_roll_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001700_roll_1000_07.png
sd300b_roll_self_00001717_10,sd300b,roll_self,00001717,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001717_roll_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001717_roll_1000_10.png
sd300b_roll_self_00001718_10,sd300b,roll_self,00001718,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001718_roll_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001718_roll_1000_10.png
sd300b_roll_self_00001725_01,sd300b,roll_self,00001725,1,1000,1,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_01.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_01.png
sd300b_roll_self_00001725_04,sd300b,roll_self,00001725,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_04.png
sd300b_roll_self_00001725_06,sd300b,roll_self,00001725,6,1000,6,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_06.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_06.png
sd300b_roll_self_00001725_07,sd300b,roll_self,00001725,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_07.png
sd300b_roll_self_00001725_08,sd300b,roll_self,00001725,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_08.png
sd300b_roll_self_00001725_09,sd300b,roll_self,00001725,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_09.png
sd300b_roll_self_00001725_10,sd300b,roll_self,00001725,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001725_roll_1000_10.png
sd300b_roll_self_00001726_06,sd300b,roll_self,00001726,6,1000,6,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001726_roll_1000_06.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001726_roll_1000_06.png
sd300b_roll_self_00001730_01,sd300b,roll_self,00001730,1,1000,1,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001730_roll_1000_01.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001730_roll_1000_01.png
sd300b_roll_self_00001738_01,sd300b,roll_self,00001738,1,1000,1,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_01.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_01.png
sd300b_roll_self_00001738_02,sd300b,roll_self,00001738,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_02.png
sd300b_roll_self_00001738_03,sd300b,roll_self,00001738,3,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_03.png
sd300b_roll_self_00001738_04,sd300b,roll_self,00001738,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_04.png
sd300b_roll_self_00001738_05,sd300b,roll_self,00001738,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_05.png
sd300b_roll_self_00001738_06,sd300b,roll_self,00001738,6,1000,6,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_06.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_06.png
sd300b_roll_self_00001738_07,sd300b,roll_self,00001738,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_07.png
sd300b_roll_self_00001738_08,sd300b,roll_self,00001738,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_08.png
sd300b_roll_self_00001738_09,sd300b,roll_self,00001738,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_09.png
sd300b_roll_self_00001738_10,sd300b,roll_self,00001738,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001738_roll_1000_10.png
sd300b_roll_self_00001742_04,sd300b,roll_self,00001742,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001742_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001742_roll_1000_04.png
sd300b_roll_self_00001743_09,sd300b,roll_self,00001743,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001743_roll_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001743_roll_1000_09.png
sd300b_roll_self_00001743_10,sd300b,roll_self,00001743,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001743_roll_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001743_roll_1000_10.png
sd300b_roll_self_00001753_02,sd300b,roll_self,00001753,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001753_roll_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001753_roll_1000_02.png
sd300b_roll_self_00001756_05,sd300b,roll_self,00001756,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001756_roll_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001756_roll_1000_05.png
sd300b_roll_self_00001757_04,sd300b,roll_self,00001757,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001757_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001757_roll_1000_04.png
sd300b_roll_self_00001763_08,sd300b,roll_self,00001763,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001763_roll_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001763_roll_1000_08.png
sd300b_roll_self_00001763_09,sd300b,roll_self,00001763,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001763_roll_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001763_roll_1000_09.png
sd300b_roll_self_00001772_01,sd300b,roll_self,00001772,1,1000,1,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001772_roll_1000_01.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001772_roll_1000_01.png
sd300b_roll_self_00001777_04,sd300b,roll_self,00001777,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001777_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001777_roll_1000_04.png
sd300b_roll_self_00001780_10,sd300b,roll_self,00001780,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001780_roll_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001780_roll_1000_10.png
sd300b_roll_self_00001785_03,sd300b,roll_self,00001785,3,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001785_roll_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001785_roll_1000_03.png
sd300b_roll_self_00001804_04,sd300b,roll_self,00001804,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001804_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001804_roll_1000_04.png
sd300b_roll_self_00001805_04,sd300b,roll_self,00001805,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001805_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001805_roll_1000_04.png
sd300b_roll_self_00001805_05,sd300b,roll_self,00001805,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001805_roll_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001805_roll_1000_05.png
sd300b_roll_self_00001805_10,sd300b,roll_self,00001805,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001805_roll_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001805_roll_1000_10.png
sd300b_roll_self_00001811_09,sd300b,roll_self,00001811,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001811_roll_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001811_roll_1000_09.png
sd300b_roll_self_00001821_04,sd300b,roll_self,00001821,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001821_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001821_roll_1000_04.png
sd300b_roll_self_00001824_08,sd300b,roll_self,00001824,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001824_roll_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001824_roll_1000_08.png
sd300b_roll_self_00001838_04,sd300b,roll_self,00001838,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001838_roll_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001838_roll_1000_04.png
sd300b_roll_self_00001838_07,sd300b,roll_self,00001838,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001838_roll_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001838_roll_1000_07.png
sd300b_roll_self_00001841_09,sd300b,roll_self,00001841,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001841_roll_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001841_roll_1000_09.png
sd300b_roll_self_00001848_10,sd300b,roll_self,00001848,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001848_roll_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001848_roll_1000_10.png
sd300b_roll_self_00001871_03,sd300b,roll_self,00001871,3,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001871_roll_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001871_roll_1000_03.png
sd300b_roll_self_00001872_03,sd300b,roll_self,00001872,3,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001872_roll_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001872_roll_1000_03.png
sd300b_roll_self_00001879_02,sd300b,roll_self,00001879,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001879_roll_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001879_roll_1000_02.png
sd300b_roll_self_00001885_08,sd300b,roll_self,00001885,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001885_roll_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001885_roll_1000_08.png
sd300b_roll_self_00001886_06,sd300b,roll_self,00001886,6,1000,6,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001886_roll_1000_06.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001886_roll_1000_06.png
sd300b_roll_self_00001887_08,sd300b,roll_self,00001887,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001887_roll_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001887_roll_1000_08.png
